ciphertext,label
8edb302d373c2720342e652088f3373f203427202b22652d2a373023653b243c2c2526386b2e2c2729382581e827289dfa80c63f81e8396b79182c3b2e37792c86e53d2037272c3267653b22293e22363832242b6b363038313c26293c392c3722653224372c2624793824372a319dfa219dfa3777,XOR
VGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4gVGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4=,Base64
QnVnw7xuIGhhdmEgw6dvayBnw7x6ZWwgdmUgZ8O8bmXFn2xpLiBNYWNoaW5lIGxlYXJuaW5nIG1vZGVscyByZXF1aXJlIGEgbG90IG9mIGRhdGEu,Base64
TKMBYBVBTEBGMXEEBZXGVXBLBGMXEEBZXGVXWXFHGLMKTMXWURFTVABGXLFTVABGXEXTKGBGZFHWXELKXJNBKXTEHMHYWTMT,Caesar
KMDVVZNIPCMDTMNXMLSCCIWBKXGDPXJMPZOHJYORWTFEVZHBJWKSIKYZGEPBCFKCKBKEARVLAWVVQEWVKEMDGVWDELSRCKMWAV,Vigenere
UZZTKUXVLABYDZJVBGCPYGLWUKCBESTZLXDCTLKPLOPRRXWWTJGQXFIMCCEWMSGAZWURWPKGKJRTFZGIGCBYQISBTGCEYIBRKI,Vigenere
PELCGBTENCULVFGURCENPGVPRNAQFGHQLBSGRPUAVDHRFSBEFRPHERPBZZHAVPNGVBAGURGERNFHERVFOHEVRQHAQREGURBYQBNXGERR,Caesar
DLCAYGMOZBSUXJMHNSWTQYZCBXFOPYJCBYKQSFCBKTORJSOZSPESWYIEPCMQDIKVIPSRGUSPEQYCELKXGNMP,Vigenere
CCGTGORZECHJQWGHPXVNCEQGRAYLWGUOGSSTPKLAIBCIFFZZWRCFZIPOXUYAINIXVOYUEPHTVIYELZRVNRUSQEWAVRQFQVRAWWXBFOIXN,Vigenere
72404a41465c564052415a4a115b4011465b541243435350455b505412525f5613424646554b135e5413455750595c5a4047564212555e401342575044405611515c5c5f465f5b5050465a5e5c1d11665b54124743575242474154125a42125144405a545613445c57544013455a56115d5f55125c505913454056541c,XOR
LLGHYBUODISPFJQONNETUFZXJXJVPTRCFFKTLXCTOTLHCNRHFXJVZXJMHPJBWPF,Vigenere
06243a232c372e65352e242b252c372c653424213c2736793920283e2c2b2e65386b29363f65362d653d2a313865651a393c293f2a3e392429233c792236793f2d3c6b352b2a262d22263c6b24372f652a3f303d3265362d652d2e2631252c283e202a6b233639652a2e262c392079282a342630372226383f2c36256b,XOR
122b212430632681ff37272d2d2b286d6221282e2428312238233161312a3236262c2e26332b2d2862282e30362c236332232d203687f02687f0306d6100362681ff2f622b2034226181e42e29632681ff3b272f613426612580fd2c2684dd2f286c,XOR
655a561143465851581150415e455d11545c491259445f4342125c47574111465b54125f50484a11565c561c1372404a41465c564052415a4a115b4011465b541243435350455b505412525f5613424646554b135e5413455750595c5a4047564212555e401342575044405611515c5c5f465f5b5050465a5e5c1d,XOR
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gVGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLg==,Base64
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBBdHRhY2sgYXQgZGF3biBvbiB0aGUgdmVyaWZ5IGZpZWxkLg==,Base64
1f2d3c6b312b2e242a3e373c6b2c2a6b272c392c3c2f652c25213c39652d23207924293d6b2a3820652d39203c6565183931302d2c3a2224356b2c373f2035272c3e2e2b3a2e653038653025313c2729302c20372820792f2034242b2a3f37383f203d6b27206b2838282d3025202a65,XOR
QXR0YWNrIGF0IGRhd24gb24gdGhlIHZlcmlmeSBmaWVsZC4gTmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLg==,Base64
0a312d2a26326b242d6b21383c2b79242b793f2d3c6b333c392c3f32653f2220352f6b7905202d3c2a2b20652a2e262c392c2d32653025333627333c3865342a2b206b293832202b3865362d6529392a2d2e262d222a3765,XOR
TmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLiBBcnRpZmljaWFsIGludGVsbGlnZW5jZSBpcyBpbnRlbGxpZ2VuY2UgZGVtb25zdHJhdGVkIGJ5IG1hY2hpbmVzLg==,Base64
YVHUBUCUODJUCBUHYJQHYXREOKDSQAKBBQDYBCYJYHJXUJHUQIKHUYIRKHYUTKDTUHJXUEBTEQAJHUU,Caesar
IYRUHWLUDBYARYBWYIQOQHIYIJUCBUHYDYAEHKCQIQDQJYTYHMUDUUTJEIUSKHUJXUFUHYCUJUHYCCUTYQJUBO,Caesar
HLGEGBTAMXLPBIOIYUIXGTJMQICLIAGPLIQUCUEXITVLNRPSIGEEUIYIDQRVZEPIDUTKOORZERSOIRYZPDWZRREPIYAKGHBG,Vigenere
Q3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24uIE1hY2hpbmUgbGVhcm5pbmcgbW9kZWxzIHJlcXVpcmUgYSBsb3Qgb2YgZGF0YS4=,Base64
Q3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24uIEF0dGFjayBhdCBkYXduIG9uIHRoZSB2ZXJpZnkgZmllbGQu,Base64
EEEYMGWPGRVGARIDSWWPUIIJMMTVEEGXQWHTLEORGAARGCITJRKEKFGHGCWKWUWZVXSPQKSYVEVR,Vigenere
STJIEGGMRYIVJMYGTAELACAMFTPUPRRTVMXOCCQNSLVEGIOQVNTEIGXAELEJNZVXUEGMVVFJNMRLO,Vigenere
ULADVYRZLJBYPAFPUCVSCLZTHUFSHFLYZVMWYVALJAPVUZPILYNCLUSPRIPSNPZHFHYZPZALTSLYPUPRVYBTHZHUHAPKPY,Caesar
AJTVPXEIAEXXEPGIMMSVKYFHQYPTEDMPNRRBDQKKMKAJTVPXEIAEXXEPGIMMSVKYFHQYPTEDMPNRRBDQKKMK,Vigenere
LYEXLYFEMUKXOPTOKLOPGDLCDVCKWSBIGCFSBMCNYLNIPDLCYPBYEIDVCO,Vigenere
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBBcnRpZmljaWFsIGludGVsbGlnZW5jZSBpcyBpbnRlbGxpZ2VuY2UgZGVtb25zdHJhdGVkIGJ5IG1hY2hpbmVzLg==,Base64
STJIEGGMRYIVJMYGTAELACAMFTPUPRRTVMXOCCQNSLVEGIOQVOURVLNVLWOTZPTZRGYMPV,Vigenere
00303728242a222b222d622a2f36262d2e2a26272d222763283163282c37242e2f2825262f21266126262c2d2d32363120362625622138622e20212b282c26326c63152a266133362821286120312e352d61242c396229342f3332622c37273161362b24622f20383a61262c266c,XOR
03372482fe2d612a2237236382e52c2a622482fe39242e633727632681ff2f2786de2e2a6f621729276335302620313633276328316323373128272761372d25273161362b24622c2d26632e232861363124276d,XOR
0a312d2a26326b242d6b21383c2b79242b793f2d3c6b333c392c3f32653f2220352f6b79182c3b2e37792c86e53d2037272c3267653b22293e22363832242b6b363038313c26293c392c3722653224372c2624793824372a319dfa219dfa3777,XOR
OCEJKPGNGCTPKPIOQFGNUTGSWKTGCNQVQHFCVCPGVYQTMUGEWTKVAKPXQNXGUOCPANCAGTUQHRTQVGEVKQP,Caesar
CQNZDRLTKAXFWOXGSDVYBXENACQNUJIHMXPLAHYCXPAJYQHRBCQNYAJLCRLNJWMBCDMHXOCNLQWRZDNBOXABNLDANLXVVDWRLJCRXW,Caesar
U2liZXIgZ8O8dmVubGlrLCBiaWxnaXNheWFyIHNpc3RlbWxlcmluaSBrb3J1bWEgc2FuYXTEsWTEsXIuIEJ1Z8O8biBoYXZhIMOnb2sgZ8O8emVsIHZlIGfDvG5lxZ9saS4=,Base64
152a26613631242330343026612b30612036332b262562362f26263362372927632e2e27612d222a62373327266f6286df2b2533272f242f26613b80f72c37242f2f24302a613622332b2b61202c38372d2223632a372f2d232d85f32f2c86f284dd3785f3316f,XOR
GYKGSPDMVMYPBNPSRTHFMOWKTHPVEWXLJYJNKIKOGRBIEKVRBZZMMYECEDIJECXORAXCJSRRXFCSKCGWVNIKHHJDVYMYULCKTWYSRCL,Vigenere
SHOFJEWHQFXOYIJXUFHQSJYSUQDTIJKTOEVJUSXDYGKUIVEHIUSKHUSECCKDYSQJYEDQHJYVYSYQBYDJUBBYWUDSUYIYDJUBBYWUDSUTUCEDIJHQJUTROCQSXYDUI,Caesar
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBCdWfDvG4gaGF2YSDDp29rIGfDvHplbCB2ZSBnw7xuZcWfbGku,Base64
MVWZXMQVYZLWSWRRINBEADMAOELNWREHWYJROGFXMOEIQPSPCIAEVCMSKWYLSGYDMMXERDEAUERNEUXSLDLCFIPSJWPMCVH,Vigenere
0a372d222330282c3827653025313c2729302c2037282079223679222b2d2e293522223c25263c6b213c262a3738312b2a313c2f653b3265342a2631222b3c386b790a312d2a26326b242d6b21383c2b79242b793f2d3c6b333c392c3f32653f2220352f6b,XOR
XLIXVIEWYVIMWFYVMIHYRHIVXLISPHSEOXVIIEXXEGOEXHEARSRXLIZIVMJCJMIPH,Caesar
2f1c5a161c1f1c590e1759091d1a0f0a1c5a0c111f58091f0a10171d0d1f0a591315141f1c101b0c1c1601575a2c111f580d081d18090d0b1f581009581b0f0a101f1c590f161d1f0a590e101c5a17151e58161b13590e0a1c1f56,XOR
ZSSZBJZSCZVMNMSGDUDQHEXEHDKCGZXZSAHRHJKDSDAHMLDJFHAHCHQCDMFDCDCTQLZJHHMGZQDJDSDSLDKHRHMHY,Caesar
MVWZXMQVYZLWSWRRINBEADMAOELNWREHWYJROGFXMOEIQPSPCIAEVCMSKWYLSGYDMMXEPDMDSGGKPGXXCVPGQILMIGCMLDIJVMEORAOHCWSLCXPKXCNFWWEARMLOW,Vigenere
EVKNFIBJVTLIZKPZEMFCMVJDREPCRPVIJFWGIFKVTKZFERIKZWZTZRCZEKVCCZXVETVZJZEKVCCZXVETVUVDFEJKIRKVUSPDRTYZEVJ,Caesar
XQOQJRYIYABUJURYDCUAWYRYTYHTUDWUTUTKHCQAYYDXQHUAUJUJCUBYIYDYPQHJYVYSYQBYDJUBBYWUDSUYIYDJUBBYWUDSUTUCEDIJHQJUTROCQSXYDUI,Caesar
70404758545a525b525d125a5f46565d5e5a56575d525713584113585c47545e5f5855565f51561156565c5d5d42464150465655125148125e50515b585c56421c13f4ac5a5740565d575e54124af2845d45575e5d574158124750405a5912515e4b465f51521159465d5e525ff6825d5ff780f7ac45f682431c,XOR
72404a41465c564052415a4a115b4011465b541243435350455b505412525f5613424646554b135e5413455750595c5a4047564212555e401342575044405611515c5c5f465f5b5050465a5e5c1d1173474553505a125245125750455d115d5d11465b54124554405a574b13575b565d561d,XOR
CCGTGORZECHJQWGHPXVNCEQGRAYLWGUOGSSTPKLAIBCIFFZZWRCFZIPOXUYAINIXVOYIVGIQQGVAWQRGEWTMTEYKIVSTVXRLWQKRNNMHRMZVWGRLBIQBJUEPHTVIF,Vigenere
PIGIBJQAQSTMBMJQVUMSOQJQLQZLMVOMLMLCZUISQQVPIZMSMBMBUMTQAQVQHEMVMMLBWAMKCZMBPMXMZQUMBMZQUUMLQIBMTG,Caesar
NPBABRVAIPUCQXLIYDSYVPAQNNJTELECASSPCWXRCEQSACCGTGORZECHJQWGHPXVNCEQGRAYLWGUOGSSTPKLAIBCIFFZZWRCFZIPOXUYAINIXVOY,Vigenere
152a266133362821286120312e352d61242c396229342f3332622c37273161362b24622f20383a61262c266c6302303a31362c263022312a3a612b3061362b246233332320352b202462222f2663323636253b632e2463352720292c2a3037263262252e306332272034302661212c2c2f362f2b2020362a2e2c6d,XOR
XIRGSPUWCMYPSXWSRTYPTOWKKRWVEWOVQYJNBSROGRSSLGILOIBDSQOGSBIRRINOVGWIROVGWQCNMYDIJI,Vigenere
HAMTNGBGUQMFKRBKMTKROOLXKRKSKETZKSRKXOZGXONHUEATIGQARRGTORSOZOX,Caesar
DROAESMULBYGXPYHTEWZCYFOBDROVKJINYQDROAESMULBYGXPYHTEWZCYFOBDROVKJINYQ,Caesar
LECEXFMWMOPIXIFMRQIOKMFMHMVHIRKIHIHYVQEOMMRLEVIOIXIXQIPMWMRMDAIRIIHXSWIGYVIXLITIVMQIXIVMQQIHMEXIPC,Caesar
06243a232c372e65352e242b252c372c653424213c2736793920283e2c2b2e65386b29363f65362d653d2a31386565183931302d2c3a2224356b2c373f2035272c3e2e2b3a2e653038653025313c2729302c20372820792f2034242b2a3f37383f203d6b27206b2838282d3025202a65,XOR
KMDVVZNIPCMDTMNXMLSCCIWBKXGDPXJMPZOHJYORWTFEVZHBJQCTLBFINVEKFMPXQHVINJVXIYKIITDSVFJWSXC,Vigenere
QXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2UgaXMgaW50ZWxsaWdlbmNlIGRlbW9uc3RyYXRlZCBieSBtYWNoaW5lcy4gxZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4=,Base64
WLSJNIALUJBSCMNBYJLUWNCWYUHXMNOXSIZNYWBHCKOYMZILMYWOLYWIGGOHCWUNCIHBUSUNVCMCEFYNYVCHGYEACVCXCLXYHAYXYXOLGUECCHBULYEYNYNGYFCMCHCT,Caesar
0a372d222330282c3827653025313c2729302c2037282079223679222b2d2e293522223c25263c6b213c262a3738312b2a313c2f653b3265342a2631222b3c386b791f2d3c6b342c2226326b272b2432376b23363365333e28293865363d202b6b31312e65352a3f206b21362c6b,XOR
XLIXVIEWYVIMWFYVMIHYRHIVXLISPHSEOXVIIAIRIIHXSWIGYVIXLITIVMQIXIVMQQIHMEXIPC,Caesar
AJTVPXEIAEXXEPGIMMSVKYFHQYPTEDMPNRRBDQKKMKFIVNSKCWGTYKAXAZROGPXVWFSRACERWVUFJIJSVVGMASP,Vigenere
BZIOPCFYPXXCFFVBMRTLZRFMROEMEINFCKRGEGZDMPLCSOVEOYEVMIUCCQMQTSRBWGLNVWPCKCESOMKODKWYGUKSHGK,Vigenere
361c0e0f16081359091d1a0f0a100e015913160f15140f1f0b591719170358151b011c080b59151e590a0a160e1d1a0e1116145659bfe6101c0a1c161d141f5800b9ce170e1d14161d0b13580d1b0a1012581b15010c141b185a130c16141814bcc81615bdcbbde60ebcc80856,XOR
MDFURUOUMXUZFQXXUSQZOQUEUZFQXXUSQZOQPQYAZEFDMFQPNKYMOTUZQEURDQXQYQKZFQYXQDUFMDUTNAKGZOMWGXXMZUXYUFUD,Caesar
LYEXLYFEMUKXOPTOKLOPGDLCDVCKWSBIGCFSBMCNYLNIPDLCYPBYEIDVCO,Vigenere
LLGKVXSWWIIBKFWIMXVYPUIKLLGFPWGEMKVXWETKMYAGKRPBFXGCPBYIPTIBKMPKIEDMIVRVWHGDSGKXTRXXVFADEVZMPVW,Vigenere
SGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4gTWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLg==,Base64
1627632f27262562372e6230242136332763352a26613226332b2e24362633622a2c2f26252b2235272f386c63152a26613631242330343026612b30612036332b262562362f26263362372927632e2e27612d222a62373327266f,XOR
VGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLiBBdHRhY2sgYXQgZGF3biBvbiB0aGUgdmVyaWZ5IGZpZWxkLg==,Base64
390b0e111f131b101b145913160d1f1415131f1c141b1c5a110a5a11170e1d1516111e1f161a1f581d1f1516140b0d08190d1f1c5918015917191a1211171f0b575a361c0e0f16081359091d1a0f0a100e015913160f15140f1f0b591719170358151b011c080b59151e590a0a160e1d1a0e11161456,XOR
EEEYMGWPGRVGARIDSWWPUIIJMMTVEEGXQWHTLEKWVXDIOVCGLIOCIKAXCIMATSALRVSOWCPTFMNDMMAV,Vigenere
BZIOPCFYPXXCFFVBMRTLZRFMROEMEINFCKRGEGZDMPMBVDVCTMLBIGLVLBMCWOENIPMBVYPBHUBDVCX,Vigenere
FIVNSKCWGTYKAXAZROGPXVWFSRACERWVUFJIJSVVGMASPJMUWVIMIGDMMSMEYMURCTJWKJXXEPGIMGAOQIYFSWCEEMAHKI,Vigenere
V2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4gVGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLg==,Base64
SVVZJBUMCCMGLINCMZWREVMLARVVPEAKGEGXVIOFRLLVCKIWTCORGAARGJEMLEEBEMVEYESGLLGMIKAJAWMXDH,Vigenere
QXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2UgaXMgaW50ZWxsaWdlbmNlIGRlbW9uc3RyYXRlZCBieSBtYWNoaW5lcy4gTmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLg==,Base64
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gVGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLg==,Base64
734754f28e5d115a52475313f2955c5a1254f28e49545e1347571356f18f5f57f6ae5e5a1f12f6af5b5543575f545f56114bf0875c47545f5f54405a114652435b5b11505c48475d5253135a475f5d535df5835f5cf682f4ad47f583411f,XOR
V2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4gSGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4=,Base64
655a56114641545340444056115b40115046435b565512465f56564312475957135e5e57115d525a12474357561f12f6af5b5543575f545f56114bf0875c47545f5f54405a114652435b5b11505c48475d5253135a475f5d535df5835f5cf682f4ad47f583411f,XOR
SGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4gTWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLg==,Base64
09303e88f9376b2d383d247988e23620653e88f9232e29793d20792c86e525209cd429306565142a2631222b3c6b293c2a3737222b3e6b28362f203538652b2e342c22373c6b2479272a2d6b2a3f6b21383f2477,XOR
VGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4gQ3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24u,Base64
Q3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24uIEFydGlmaWNpYWwgaW50ZWxsaWdlbmNlIGlzIGludGVsbGlnZW5jZSBkZW1vbnN0cmF0ZWQgYnkgbWFjaGluZXMu,Base64
TmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLiBBcnRpZmljaWFsIGludGVsbGlnZW5jZSBpcyBpbnRlbGxpZ2VuY2UgZGVtb25zdHJhdGVkIGJ5IG1hY2hpbmVzLg==,Base64
VGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4gQ3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24u,Base64
DWWDFNDWGDZQRQWKHYHULIBILHOGQHWZRUNVHFXULWBLQYROYHVPDQBODBHUVRISURWHFWLRQ,Caesar
PYEOIBMIJOGSKYKRINXLZWIRXLZWQCWCRDIJRNYOXPXUJEVCBMSEVGXXLXHCKNYOSJWIRUXPXY,Vigenere
06243a232c372e65352e242b252c372c653424213c2736793920283e2c2b2e65386b29363f65362d653d2a313865659cd52c3f3920352e283c6b3c9afd2b2d2e28352e37306b3138392c316b27363230372824792030352724378ff4352681e88eda2d8ff42b65,XOR
VGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4gQXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2UgaXMgaW50ZWxsaWdlbmNlIGRlbW9uc3RyYXRlZCBieSBtYWNoaW5lcy4=,Base64
XQOQJRYIYABUJURYDCUAWYRYTYHTUDWUTUTKHCQAYYDXQHUAUJUJCUBYIYDYPSHOFJEWHQFXOYIJXUFHQSJYSUQDTIJKTOEVJUSXDYGKUIVEHIUSKHUSECCKDYSQJYED,Caesar
SGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4gV2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4=,Base64
WPVIRDEWWRCFZIGHPXIEIXMXRRTUQRDTIXRLJEIAEPLXBSPKYEEEPICECQQRTPZMZMPLMNTPTC,Vigenere
GILOIBDSQOGSBIRRINOVGWIROVGWQCNMYDIJIXFOXPOEQEVCSWZEVGOHSXHCBXFOSJNSYUXPOI,Vigenere
0c2320292b2d24622f2423312f2b2d26622e2e26262d3163332732342b31246222612e2c35622c2762272036226f621729276330372a22296323302c362c63272d3b6128362c3230612d35243063352a26612e223b3b63252d246f,XOR
1627632f27262562372e6230242136332763352a26613226332b2e24362633622a2c2f26252b2235272f386c630c2320292b2d24622f2423312f2b2d26622e2e26262d3163332732342b31246222612e2c35622c2762272036226f,XOR
MBVAYGVESBSUGZFHNSFJJYZCKNYOPYSSUYKAKSGDSEKUGRCGLNYOTPTWKSGCTHUCXSWSFPXCVBESUSXMWYVQXWLBIAHGDERGVUKSSL,Vigenere
THJOPULSLHYUPUNTVKLSZYLXBPYLHSVAVMKHAHJYFWAVNYHWOFPZAOLWYHJAPJLHUKZABKFVMALJOUPXBLZMVYZLJBYLJVTTBUPJHAPVU,Caesar
QnVnw7xuIGhhdmEgw6dvayBnw7x6ZWwgdmUgZ8O8bmXFn2xpLiBNYWNoaW5lIGxlYXJuaW5nIG1vZGVscyByZXF1aXJlIGEgbG90IG9mIGRhdGEu,Base64
RFCOSGAIZPMULDMVHSKNQMTCPRFCJYXWBMEKYAFGLCJCYPLGLEKMBCJQPCOSGPCYJMRMDBYRY,Caesar
KVRSJGMMYVMLDIJVMEORAOMQSRROPJSKCXGCNIKYRQDVYDIBLCKKGFSRCCQYMLGXIJOEPXMLQQMNIJCVCAYGBIYVSRYJBKXY,Vigenere
RKWDXQLQEAWPUBLUWDUBYCQSXYDUBUQHDYDWCETUBIHUGKYHUQBEJEVTQJQ,Caesar
CCGTGORZECHJQWGHPXVNCEQGRAYLWGUOGSSTPKLAIBCIFFZZWRCFZIPOXUYAINIXVOYIVGIQQGVAWQRGEWTMTEYKIVSTVXRLWQKRNNMHRMZVWGRLBIQBJUEPHTVIF,Vigenere
XNGJWLAJSQNPGNQLNXFDFWXNXYJRQJWNSNPTWZRFXFSFYNINWYMJYWJFXZWJNXGZWNJIZSIJWYMJTQITFPYWJJ,Caesar
UKDGTIXGPNKMDKNIKUCACTUKUVGONGTKPKMQTWOCUCPCVKFKTCVVCEMCVFCYPQPVJGXGTKHAHKGNF,Caesar
AQJMZODMVTQSJQTOQAIGIZAQABMUTMZQVQSWZCUIAIVIBQLQZVMBEWZSAMKCZQBGQVDWTDMAUIVGTIGMZAWNXZWBMKBQWV,Caesar
MVWZXMQVYZLWSWRRINBEADMAOELNWREHWYJROGFXMOEIQPSPCIAEVCMSKWYLSGYDMMXERDEAUERNEUXSLDLCFIPSJWPMCVH,Vigenere
V2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4gVGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLg==,Base64
122b212430632681ff37272d2d2b286d6221282e2428312238233161312a3236262c2e26332b2d2862282e30362c236332232d203687f02687f0306d61112a232731612580fd34262f2e2a2a6e63232b2f262b30203b22336230283137242f2f24302a2f2b632a2d31342f226131222f233785f32785f3316f,XOR
bde7131e0b1f141c171d5903bbcf140c1c17141c0811590e190b1310591817000f161a1b58120f14151b16bdcb1414bec9bce50cbdcb0a575a2b10181d0b5a1fbac60e1c1414101154591811151d110a1b011808580a130b0d1f15151f0a1014115911170b0f15185a0b1814190dbec91dbec90b54,XOR
XLIUYMGOFVSARJSBNYQTWSZIVXLIPEDCHSKGVCTXSKVETLCMWXLITVEGXMGIERHWXYHCSJXIGLRMUYIWJSVWIGYVIGSQQYRMGEXMSR,Caesar
PYEOIBMIJOGSKYKRINXLZWIRXLZWQCWCRDIJRNYOXPXUJEVCBMSEVGXXLXHCKNYOSJWIRUXPXY,Vigenere
1f2d3c6b312b2e242a3e373c6b2c2a6b272c392c3c2f652c25213c39652d23207924293d6b2a3820652d39203c6565183931302d2c3a2224356b2c373f2035272c3e2e2b3a2e653038653025313c2729302c20372820792f2034242b2a3f37383f203d6b27206b2838282d3025202a65,XOR
MBVDVCTMLBIGLVLBMCWOENIPMBVYPBHUBDVCXUIDMDBWZKPGGNVVPGZYEMIGLCEDIJECXORAXXVWSLLNIKXCWVPWEAACEOW,Vigenere
PMYLSLTLFUALTSLYPAHYPOIVFBUJHRBSSHUPSTPAPYAOLAYLHZBYLPZIBYPLKBUKLYAOLVSKVHRAYLL,Caesar
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gVGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLg==,Base64
CMZOVEFILVMILMJQMQKCYBWGCXCWPCBMLSOMBYKKWYXERSHGBFSQRFKZYYOEJIJFIEXIJS,Vigenere
0324202a31756b2730382c3227202d2e653b222b342e2e792c2c3b222130396b790f20372c203d2e653d3e37342a2e792286fe222b7923242b2e2e3c3f653c3f283c272c2a222b30316b79182c3b2e37792c86e53d2037272c3267653b22293e22363832242b6b363038313c26293c392c3722653224372c2624793824372a319dfa219dfa3777,XOR
SVVZJBUMCCMGLINCMZWREVMLARVVPEAKGEGXVIOFRLLVCKIWTCORGAARGJMYJINVQXQRVVQEWVKKEKALDFCNFGCBYEDEPZPFAXKI,Vigenere
